riset,gender,usia.pasti,kat.pekerjaan,status,peng.kel,jum.kel,peng.prib,bahan.masak,air.minum,kepemilikan,edukasi,ses.final,skor.peng.prib,skor.bahan.masak,skor.air.minum,total.skor,skor.ses.nielsen,skor.ses,,,total.skor,
ar sweetener 2019,Pria,50,Employee/wage earner,Menikah & sudah punya anak,3500000,2,1750000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar sweetener 2019,Wanita,53,Employer/self employed,Menikah & sudah punya anak,4000000,2,2000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar sweetener 2019,Wanita,59,Employee/wage earner,Menikah & sudah punya anak,7000000,5,1400000,Elpiji 3 kg,Air kemasan bermerek,,NA,Middle 1,,,,,,,,,,
ar sweetener 2019,Wanita,55,Employee/wage earner,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Sumur bor/pompa,,NA,Middle 1,,,,,,,,,,
ar sweetener 2019,Pria,63,Not employed,Menikah & sudah punya anak,4000000,3,1333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,NA,Upper 1,,,,,,,,,,
ar sweetener 2019,Pria,65,Not employed,Menikah & sudah punya anak,6000000,6,1000000,Elpiji 3 kg,Air kemasan bermerek,,NA,Middle 1,,,,,,,,,,
ar sweetener 2019,Wanita,54,Employer/self employed,Menikah & sudah punya anak,2500000,1,2500000,Elpiji 3 kg,Air isi ulang,,SMA,Middle 1,,,,,,,,,,
ar sweetener 2019,Pria,57,Employee/wage earner,Menikah & sudah punya anak,1000000,3,333333.3333,"Elpiji 5,5 kg/12 kg/bluegaz",Air isi ulang,,NA,Middle 1,,,,,,,,,,
ar sweetener 2019,Wanita,52,Employee/wage earner,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar sweetener 2019,Wanita,65,Not employed,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,NA,Middle 1,,,,,,,,,,
ar sweetener 2019,Wanita,50,Housewife,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar sweetener 2019,Wanita,45,Housewife,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar sweetener 2019,Wanita,65,Housewife,Menikah & sudah punya anak,3000000,3,1000000,Gas kota/Biogas,Air kemasan bermerek,,NA,Upper 2,,,,,,,,,,
ar sweetener 2019,Pria,53,Employer/self employed,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar sweetener 2019,Wanita,54,Housewife,Menikah & sudah punya anak,10000000,3,3333333.333,Gas kota/Biogas,Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
ar sweetener 2019,Pria,63,Not employed,Menikah & sudah punya anak,5000000,2,2500000,Elpiji 3 kg,Air kemasan bermerek,,NA,Upper 2,,,,,,,,,,
ar sweetener 2019,Pria,62,Not employed,Menikah & sudah punya anak,3000000,2,1500000,Elpiji 3 kg,Air kemasan bermerek,,NA,Middle 1,,,,,,,,,,
ar sweetener 2019,Wanita,63,Not employed,Menikah & sudah punya anak,3000000,2,1500000,Elpiji 3 kg,Air kemasan bermerek,,NA,Middle 1,,,,,,,,,,
ar sweetener 2019,Pria,49,Employer/self employed,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Ledeng meteran,,S1/S2/S3,Middle 1,,,,,,,,,,
survey senior 2019,Wanita,59,Housewife,Menikah & sudah punya anak,3000000,1,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
survey senior 2019,Wanita,64,Housewife,Menikah & sudah punya anak,7000000,2,3500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Wanita,55,Housewife,Menikah & sudah punya anak,15000000,3,5000000,Gas kota/Biogas,Air kemasan bermerek,,Diploma,Super upper,,,,,,,,,,
survey senior 2019,Wanita,55,Housewife,Menikah & sudah punya anak,10000000,4,2500000,Gas kota/Biogas,Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
survey senior 2019,Pria,59,Not employed,Menikah & sudah punya anak,4500000,4,1125000,Gas kota/Biogas,Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
survey senior 2019,Pria,61,Employer/self employed,Menikah & sudah punya anak,10000000,3,3333333.333,Elpiji 3 kg,Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Pria,61,Not employed,Menikah & sudah punya anak,5000000,5,1000000,Gas kota/Biogas,Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
survey senior 2019,Pria,58,Employer/self employed,Menikah & sudah punya anak,12000000,4,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
survey senior 2019,Wanita,71,Housewife,Menikah & sudah punya anak,15000000,5,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Wanita,55,Housewife,Menikah & sudah punya anak,15000000,3,5000000,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Wanita,73,Housewife,Menikah & sudah punya anak,16000000,5,3200000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMP,Super upper,,,,,,,,,,
survey senior 2019,Wanita,57,Housewife,Menikah & sudah punya anak,10000000,2,5000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMP,Super upper,,,,,,,,,,
survey senior 2019,Wanita,75,Housewife,Menikah & sudah punya anak,3000000,1,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
survey senior 2019,Wanita,58,Housewife,Menikah & sudah punya anak,25000000,5,5000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Pria,55,Employee/wage earner,Menikah & sudah punya anak,12000000,3,4000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
survey senior 2019,Wanita,58,Employer/self employed,Menikah & sudah punya anak,3000000,3,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
survey senior 2019,Pria,67,Employee/wage earner,Menikah & sudah punya anak,15000000,5,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
survey senior 2019,Wanita,55,Housewife,Menikah & sudah punya anak,7000000,3,2333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
survey senior 2019,Wanita,55,Housewife,Menikah & sudah punya anak,20000000,5,4000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Wanita,76,Housewife,Menikah & sudah punya anak,7000000,2,3500000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Wanita,68,Housewife,Menikah & sudah punya anak,7000000,5,1400000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
survey senior 2019,Wanita,63,Housewife,Menikah & sudah punya anak,8000000,7,1142857.143,Gas kota/Biogas,Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
survey senior 2019,Wanita,56,Employee/wage earner,Menikah & sudah punya anak,10000000,3,3333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Wanita,57,Employee/wage earner,Menikah & sudah punya anak,5000000,3,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
survey senior 2019,Pria,59,Not employed,Menikah & sudah punya anak,7000000,3,2333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
survey senior 2019,Pria,66,Employee/wage earner,Menikah & sudah punya anak,7000000,2,3500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
survey senior 2019,Wanita,74,Housewife,Menikah & sudah punya anak,7000000,2,3500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Wanita,67,Housewife,Menikah & sudah punya anak,5500000,2,2750000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
survey senior 2019,Wanita,64,Not employed,Menikah & sudah punya anak,6000000,2,3000000,Tidak memasak di rumah,Ledeng meteran,,S1/S2/S3,Super upper,,,,,,,,,,
survey senior 2019,Wanita,65,Not employed,Menikah & sudah punya anak,7000000,2,3500000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
survey senior 2019,Pria,61,Not employed,Menikah & sudah punya anak,5500000,2,2750000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
survey senior 2019,Pria,64,Not employed,Menikah & sudah punya anak,7000000,6,1166666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
survey senior 2019,Wanita,61,Housewife,Menikah & sudah punya anak,9000000,3,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Pria,72,Employer/self employed,Menikah & sudah punya anak,6000000,4,1500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
survey senior 2019,Pria,68,Not employed,Menikah & sudah punya anak,7500000,3,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
survey senior 2019,Pria,55,Not employed,Menikah & sudah punya anak,15000000,4,3750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Super upper,,,,,,,,,,
survey senior 2019,Pria,62,Not employed,Menikah & sudah punya anak,6000000,2,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMP,Super upper,,,,,,,,,,
survey senior 2019,Wanita,57,Employee/wage earner,Menikah & sudah punya anak,15000000,5,3000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
survey senior 2019,Wanita,57,Housewife,Menikah & sudah punya anak,3000000,2,1500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
survey senior 2019,Pria,61,Employer/self employed,Menikah & sudah punya anak,5000000,3,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
survey senior 2019,Wanita,64,Housewife,Menikah & sudah punya anak,10000000,8,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
survey senior 2019,Wanita,60,Housewife,Menikah & sudah punya anak,4000000,4,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
survey senior 2019,Pria,77,Employer/self employed,Menikah & sudah punya anak,6000000,2,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Pria,68,Not employed,Menikah & sudah punya anak,7500000,2,3750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Wanita,62,Not employed,Menikah & sudah punya anak,3000000,1,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
survey senior 2019,Pria,68,Not employed,Menikah & sudah punya anak,15000000,5,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air isi ulang,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Wanita,68,Housewife,Menikah & sudah punya anak,10000000,5,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
survey senior 2019,Pria,66,Not employed,Menikah & sudah punya anak,5000000,2,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,,Diploma,Upper 1,,,,,,,,,,
survey senior 2019,Pria,75,Not employed,Menikah & sudah punya anak,10000000,3,3333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Wanita,69,Not employed,Menikah & sudah punya anak,3000000,1,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Sumur bor/pompa,,S1/S2/S3,Upper 1,,,,,,,,,,
survey senior 2019,Wanita,62,Housewife,Menikah & sudah punya anak,12000000,4,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Super upper,,,,,,,,,,
survey senior 2019,Pria,66,Not employed,Menikah & sudah punya anak,10000000,5,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
survey senior 2019,Wanita,58,Housewife,Menikah & sudah punya anak,5000000,2,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
survey senior 2019,Wanita,64,Housewife,Menikah & sudah punya anak,4000000,2,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
survey senior 2019,Pria,65,Not employed,Menikah & sudah punya anak,10000000,5,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
survey senior 2019,Wanita,67,Not employed,Menikah & sudah punya anak,3000000,1,3000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Pria,66,Not employed,Menikah & sudah punya anak,5500000,2,2750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
survey senior 2019,Wanita,55,Housewife,Menikah & sudah punya anak,5000000,2,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
survey senior 2019,Wanita,64,Not employed,Menikah & sudah punya anak,6000000,2,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
survey senior 2019,Wanita,56,Housewife,Menikah & sudah punya anak,4000000,4,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
pre survey profilling 2019,Pria,45,Employee/wage earner,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
pre survey profilling 2019,Wanita,31,Housewife,Menikah & sudah punya anak,3000000,4,750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air isi ulang,,Diploma,Upper 2,,,,,,,,,,
pre survey profilling 2019,Wanita,37,Housewife,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
pre survey profilling 2019,Wanita,44,Housewife,Menikah & sudah punya anak,7000000,3,2333333.333,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
pre survey profilling 2019,Wanita,46,Housewife,Menikah & sudah punya anak,5000000,1,5000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
pre survey profilling 2019,Pria,34,Employee/wage earner,Menikah & belum punya anak,9000000,2,4500000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
pre survey profilling 2019,Wanita,26,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air isi ulang,,S1/S2/S3,Middle 1,,,,,,,,,,
pre survey profilling 2019,Wanita,24,Employee/wage earner,Belum / tidak menikah,3000000,1,3000000,Tidak memasak di rumah,Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
pre survey profilling 2019,Pria,38,Employer/self employed,Menikah & sudah punya anak,10000000,5,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
pre survey profilling 2019,Wanita,47,Housewife,Menikah & sudah punya anak,9000000,4,2250000,Elpiji 3 kg,Ledeng meteran,,Diploma,Upper 2,,,,,,,,,,
pre survey profilling 2019,Pria,26,Employee/wage earner,Menikah & sudah punya anak,5000000,3,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
pre survey profilling 2019,Pria,30,Employee/wage earner,Menikah & sudah punya anak,4000000,3,1333333.333,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
pre survey profilling 2019,Wanita,35,Employee/wage earner,Menikah & belum punya anak,5000000,2,2500000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
pre survey profilling 2019,Pria,22,Student,Belum / tidak menikah,3000000,7,428571.4286,Elpiji 3 kg,Ledeng meteran,,S1/S2/S3,Middle 1,,,,,,,,,,
pre survey profilling 2019,Wanita,49,Employee/wage earner,Menikah & sudah punya anak,2000000,2,1000000,Elpiji 3 kg,Sumur bor/pompa,,SMA,Lower I,,,,,,,,,,
pre survey profilling 2019,Wanita,30,Housewife,Menikah & sudah punya anak,3000000,3,1000000,Elpiji 3 kg,Air isi ulang,,SMA,Lower I,,,,,,,,,,
pre survey profilling 2019,Pria,33,Employee/wage earner,Belum / tidak menikah,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
pre survey profilling 2019,Wanita,27,Housewife,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
pre survey profilling 2019,Wanita,50,Housewife,Menikah & sudah punya anak,6000000,5,1200000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
pre survey profilling 2019,Wanita,30,Housewife,Menikah & sudah punya anak,6000000,4,1500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
pre survey profilling 2019,Wanita,36,Housewife,Menikah & sudah punya anak,3000000,4,750000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
pre survey profilling 2019,Wanita,48,Housewife,Menikah & sudah punya anak,6000000,5,1200000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
pre survey profilling 2019,Wanita,20,Employee/wage earner,Belum / tidak menikah,3500000,1,3500000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
pre survey profilling 2019,Pria,39,Employee/wage earner,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
pre survey profilling 2019,Pria,46,Employee/wage earner,Menikah & sudah punya anak,20000000,3,6666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
pre survey profilling 2019,Wanita,26,Employee/wage earner,Belum / tidak menikah,6000000,5,1200000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
pre survey profilling 2019,Pria,30,Employee/wage earner,Menikah & sudah punya anak,3000000,3,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
pre survey profilling 2019,Wanita,43,Employee/wage earner,Menikah & sudah punya anak,5000000,3,1666666.667,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
pre survey profilling 2019,Wanita,40,Housewife,Menikah & sudah punya anak,13000000,4,3250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
pre survey profilling 2019,Wanita,29,Housewife,Menikah & sudah punya anak,4000000,3,1333333.333,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
pre survey profilling 2019,Pria,32,Employee/wage earner,Menikah & sudah punya anak,8000000,3,2666666.667,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
pre survey profilling 2019,Pria,27,Employee/wage earner,Belum / tidak menikah,2000000,1,2000000,Tidak memasak di rumah,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
pre survey profilling 2019,Wanita,22,Student,Belum / tidak menikah,8000008,7,1142858.286,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
pre survey profilling 2019,Pria,28,Employer/self employed,Menikah & sudah punya anak,4500000,5,900000,Elpiji 3 kg,Air isi ulang,,SMA,Lower I,,,,,,,,,,
pre survey profilling 2019,Pria,42,Employer/self employed,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Ledeng meteran,,S1/S2/S3,Middle 2,,,,,,,,,,
pre survey profilling 2019,Wanita,28,Housewife,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Ledeng meteran,,SMA,Lower I,,,,,,,,,,
pre survey profilling 2019,Pria,25,Employer/self employed,Menikah & sudah punya anak,3500000,3,1166666.667,Elpiji 3 kg,Air isi ulang,,SMA,Lower I,,,,,,,,,,
pre survey profilling 2019,Pria,64,Not employed,Menikah & sudah punya anak,3000000,1,3000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
pre survey profilling 2019,Wanita,20,Student,Belum / tidak menikah,10000000,5,2000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
pre survey profilling 2019,Wanita,26,Housewife,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
pre survey profilling 2019,Pria,34,Employee/wage earner,Menikah & sudah punya anak,3000000,3,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
pre survey profilling 2019,Wanita,19,Student,Belum / tidak menikah,5000000,3,1666666.667,Elpiji 3 kg,Ledeng meteran,,Diploma,Upper 2,,,,,,,,,,
pre survey profilling 2019,Wanita,20,Student,Belum / tidak menikah,8000000,4,2000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
pre survey profilling 2019,Pria,28,Employee/wage earner,Menikah & belum punya anak,4000000,2,2000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
pre survey profilling 2019,Pria,28,Employee/wage earner,Menikah & sudah punya anak,3000000,3,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
pre survey profilling 2019,Wanita,24,Housewife,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air isi ulang,,SMA,Lower I,,,,,,,,,,
pre survey profilling 2019,Wanita,44,Employee/wage earner,Menikah & sudah punya anak,2000000,3,666666.6667,Elpiji 3 kg,Sumur bor/pompa,,SMA,Lower I,,,,,,,,,,
pre survey profilling 2019,Pria,31,Employer/self employed,Menikah & sudah punya anak,3000000,3,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
pre survey profilling 2019,Wanita,19,Not employed,Belum / tidak menikah,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
pre survey profilling 2019,Pria,39,Employee/wage earner,Menikah & belum punya anak,5000000,3,1666666.667,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
pre survey profilling 2019,Pria,20,Student,Belum / tidak menikah,7000000,5,1400000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
pre survey profilling 2019,Pria,22,Student,Belum / tidak menikah,10000000,4,2500000,Elpiji 3 kg,Air isi ulang,,S1/S2/S3,Upper 2,,,,,,,,,,
pre survey profilling 2019,Wanita,20,Not employed,Belum / tidak menikah,2000000,1,2000000,Tidak memasak di rumah,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
pre survey profilling 2019,Pria,20,Student,Belum / tidak menikah,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
pre survey profilling 2019,Pria,54,Employee/wage earner,Belum / tidak menikah,2000000,1,2000000,Tidak memasak di rumah,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
pre survey profilling 2019,Wanita,21,Student,Belum / tidak menikah,8000000,3,2666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
pre survey profilling 2019,Wanita,41,Employee/wage earner,Menikah & sudah punya anak,8000000,5,1600000,Elpiji 3 kg,Ledeng meteran,,S1/S2/S3,Upper 2,,,,,,,,,,
pre survey profilling 2019,Pria,40,Employer/self employed,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
pre survey profilling 2019,Pria,30,Employee/wage earner,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
pre survey profilling 2019,Wanita,46,Housewife,Menikah & sudah punya anak,2500000,3,833333.3333,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
pre survey profilling 2019,Wanita,50,Employer/self employed,Menikah & sudah punya anak,3000000,3,1000000,Elpiji 3 kg,Air isi ulang,,S1/S2/S3,Middle 1,,,,,,,,,,
pre survey profilling 2019,Wanita,31,Housewife,Menikah & sudah punya anak,5000000,3,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
pre survey profilling 2019,Wanita,33,Housewife,Menikah & belum punya anak,3000000,2,1500000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
pre survey profilling 2019,Wanita,30,Employee/wage earner,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
pre survey profilling 2019,Pria,30,Employee/wage earner,Menikah & sudah punya anak,5000000,3,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
pre survey profilling 2019,Pria,35,Employer/self employed,Menikah & sudah punya anak,3000000,5,600000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Lower I,,,,,,,,,,
