riset,gender,usia.pasti,kat.pekerjaan,status,peng.kel,jum.kel,peng.prib,bahan.masak,air.minum,kepemilikan,edukasi,ses.final,skor.peng.prib,skor.bahan.masak,skor.air.minum,total.skor,skor.ses.nielsen,skor.ses,,,total.skor,
ar sweetener 2018,Wanita,49,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar sweetener 2018,Wanita,46,Housewife,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,7,4,4,15,High,Upper 1 [nielsen],,,,
ar sweetener 2018,Wanita,64,Housewife,Menikah & sudah punya anak,9000000,3,3000000,Elpiji 3 kg,Air kemasan bermerek,Medium,Diploma,Upper 1,9,2,4,15,High,Super Upper [nielsen],,,,
ar sweetener 2018,Wanita,44,Housewife,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,Medium,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,41,Housewife,Menikah & sudah punya anak,15000000,4,3750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,66,Housewife,Menikah & sudah punya anak,5000000,1,5000000,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,Medium,S1/S2/S3,Upper 1,9,4,3,16,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,50,Housewife,Menikah & sudah punya anak,6000000,2,3000000,Elpiji 3 kg,Air kemasan bermerek,Medium,Diploma,Upper 1,9,2,4,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,65,Not employed,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,Medium,Diploma,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,42,Employee/wage earner,Menikah & sudah punya anak,10000000,6,1666666.667,Elpiji 3 kg,Air kemasan bermerek,Medium,Diploma,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,45,Housewife,Menikah & sudah punya anak,7000000,3,2333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,40,Housewife,Menikah & sudah punya anak,10000000,3,3333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,60,Housewife,Menikah & sudah punya anak,3500000,1,3500000,Tidak memasak Rp 2.500.000 – Rp 5.000.000,Air kemasan bermerek,Medium,SMP,Upper 2,9,3,4,16,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,57,Housewife,Menikah & sudah punya anak,3000000,1,3000000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Upper 2,9,2,4,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,52,Employer/self employed,Menikah & sudah punya anak,10000000,3,3333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,60,Housewife,Menikah & sudah punya anak,7000000,2,3500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,42,Housewife,Belum / tidak menikah,10000000,5,2000000,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,46,Employee/wage earner,Menikah & sudah punya anak,8000000,4,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,41,Employer/self employed,Belum / tidak menikah,3000000,1,3000000,Elpiji 3 kg,Air kemasan bermerek,Low,S1/S2/S3,Upper 2,9,2,4,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,41,Employer/self employed,Menikah & sudah punya anak,10000000,6,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,69,Housewife,Menikah & sudah punya anak,8000000,4,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,51,Housewife,Menikah & sudah punya anak,7000000,5,1400000,"Elpiji 5,5 kg/12 kg/bluegaz",Air isi ulang,Medium,Diploma,Upper 1,8,4,3,15,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,69,Housewife,Menikah & sudah punya anak,5000000,2,2500000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,71,Housewife,Menikah & sudah punya anak,5000000,2,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,48,Housewife,Menikah & sudah punya anak,3000000,3,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,7,4,4,15,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,59,Housewife,Menikah & sudah punya anak,8000000,3,2666666.667,Gas kota/Biogas,Air kemasan bermerek,Medium,SMA,Upper 2,9,4,4,17,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,53,Housewife,Menikah & sudah punya anak,7500000,3,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,Diploma,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,52,Housewife,Menikah & sudah punya anak,7000000,4,1750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,48,Employee/wage earner,Menikah & sudah punya anak,11000000,4,2750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,9,4,4,17,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,57,Employee/wage earner,Menikah & sudah punya anak,5000000,2,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,52,Housewife,Menikah & sudah punya anak,15000000,4,3750000,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Super upper,9,2,4,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,44,Housewife,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,49,Housewife,Menikah & sudah punya anak,7000000,3,2333333.333,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,64,Employer/self employed,Menikah & sudah punya anak,10000000,4,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air isi ulang,Super high,SMA,Upper 1,8,4,3,15,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,48,Employer/self employed,Menikah & sudah punya anak,8000000,4,2000000,Elpiji 3 kg,Air kemasan bermerek,Medium,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,49,Employer/self employed,Menikah & sudah punya anak,8000000,2,4000000,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Super upper,9,2,4,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,48,Housewife,Menikah & sudah punya anak,20000000,4,5000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,40,Housewife,Menikah & sudah punya anak,12000000,4,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,41,Employer/self employed,Menikah & sudah punya anak,12000000,3,4000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,51,Housewife,Menikah & sudah punya anak,5000000,2,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,Diploma,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,40,Housewife,Menikah & sudah punya anak,7000000,4,1750000,Gas kota/Biogas,Air kemasan bermerek,Medium,Diploma,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,63,Housewife,Menikah & sudah punya anak,3000000,2,1500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,Diploma,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,47,Employee/wage earner,Menikah & sudah punya anak,10000000,4,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,50,Employee/wage earner,Menikah & sudah punya anak,7000000,4,1750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,50,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Listrik,Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,7,5,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,60,Housewife,Menikah & sudah punya anak,3000000,1,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Sumur bor/pompa,Medium,SMA,Upper 2,9,4,2,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,53,Housewife,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,7,4,4,15,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,47,Housewife,Menikah & sudah punya anak,7000000,3,2333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,54,Employee/wage earner,Menikah & belum punya anak,5000000,3,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,44,Housewife,Menikah & sudah punya anak,10000000,4,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,51,Employee/wage earner,Menikah & sudah punya anak,5000000,5,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,42,Employee/wage earner,Menikah & sudah punya anak,12000000,6,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,40,Housewife,Menikah & sudah punya anak,10000000,2,5000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,S1/S2/S3,Upper 1,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,42,Housewife,Menikah & sudah punya anak,8000000,5,1600000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,57,Housewife,Menikah & sudah punya anak,4000000,3,1333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air isi ulang,Super high,S1/S2/S3,Upper 1,8,4,3,15,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,46,Housewife,Belum / tidak menikah,2000000,2,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,Medium,S1/S2/S3,Upper 2,7,4,3,14,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,42,Employee/wage earner,Menikah & sudah punya anak,7000000,3,2333333.333,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,42,Employee/wage earner,Menikah & sudah punya anak,4500000,2,2250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,59,Housewife,Menikah & sudah punya anak,3000000,1,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,61,Housewife,Menikah & sudah punya anak,11000000,4,2750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Upper 1,9,4,4,17,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,55,Housewife,Menikah & sudah punya anak,3500000,2,1750000,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,Super high,Diploma,Upper 1,8,4,3,15,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,70,Housewife,Menikah & sudah punya anak,10000000,3,3333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMP,Upper 2,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,54,Employee/wage earner,Menikah & sudah punya anak,6000000,2,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,58,Employee/wage earner,Menikah & sudah punya anak,10000000,4,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,66,Housewife,Menikah & sudah punya anak,10000000,3,3333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,34,Employee/wage earner,Menikah & sudah punya anak,15000000,5,3000000,Gas kota/Biogas,Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,59,Employee/wage earner,Menikah & sudah punya anak,3000000,1,3000000,Elpiji 3 kg,Air kemasan bermerek,Low,Diploma,Upper 2,9,2,4,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,61,Housewife,Menikah & sudah punya anak,6000000,3,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,44,Housewife,Menikah & sudah punya anak,6000000,4,1500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,53,Employer/self employed,Menikah & sudah punya anak,10000000,3,3333333.333,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Super upper,9,2,4,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,52,Employee/wage earner,Menikah & sudah punya anak,8000000,4,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,Medium,SMA,Upper 2,8,4,3,15,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,46,Employee/wage earner,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,46,Housewife,Menikah & sudah punya anak,9000000,3,3000000,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Super upper,9,2,4,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,53,Employee/wage earner,Belum / tidak menikah,9000000,3,3000000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,2,4,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,48,Employer/self employed,Menikah & sudah punya anak,10000000,4,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,40,Housewife,Menikah & sudah punya anak,10000000,5,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,48,Employee/wage earner,Menikah & sudah punya anak,8000000,6,1333333.333,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,46,Housewife,Menikah & sudah punya anak,8000000,5,1600000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,64,Housewife,Menikah & sudah punya anak,10000000,3,3333333.333,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Super upper,9,2,4,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,51,Housewife,Menikah & sudah punya anak,10000000,5,2000000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,44,Employee/wage earner,Menikah & sudah punya anak,10000000,7,1428571.429,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,49,Housewife,Menikah & sudah punya anak,20000000,5,4000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,50,Housewife,Menikah & sudah punya anak,8000000,8,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,69,Housewife,Menikah & sudah punya anak,10000000,3,3333333.333,Gas kota/Biogas,Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,63,Housewife,Menikah & sudah punya anak,6000000,3,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,50,Employee/wage earner,Menikah & sudah punya anak,8000000,4,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,43,Housewife,Menikah & sudah punya anak,7000000,5,1400000,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,42,Housewife,Menikah & sudah punya anak,13000000,5,2600000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Upper 1,9,4,4,17,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,47,Housewife,Menikah & sudah punya anak,20000000,4,5000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,59,Housewife,Menikah & sudah punya anak,9000000,3,3000000,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Super upper,9,2,4,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,49,Housewife,Menikah & sudah punya anak,38000000,5,7600000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,44,Employee/wage earner,Menikah & sudah punya anak,7000000,3,2333333.333,Elpiji 3 kg,Air kemasan bermerek,Medium,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,44,Housewife,Menikah & sudah punya anak,5000000,5,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,7,4,4,15,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,40,Housewife,Menikah & sudah punya anak,20000000,4,5000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,51,Housewife,Menikah & sudah punya anak,15000000,5,3000000,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Super upper,9,2,4,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,47,Housewife,Menikah & sudah punya anak,5000000,5,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,62,Employee/wage earner,Menikah & sudah punya anak,20000000,2,10000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,41,Employee/wage earner,Menikah & sudah punya anak,8000000,5,1600000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,Diploma,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,40,Housewife,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,Medium,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,44,Employee/wage earner,Menikah & sudah punya anak,15000000,3,5000000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,2,4,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,60,Housewife,Menikah & sudah punya anak,9000000,3,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,Medium,SMA,Upper 2,9,4,3,16,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,54,Housewife,Menikah & sudah punya anak,3000000,2,1500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Low,Diploma,Upper 2,8,4,4,16,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,63,Housewife,Menikah & sudah punya anak,6000000,2,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,52,Housewife,Menikah & sudah punya anak,7000000,7,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,7,4,4,15,High,Upper 1 [nielsen],,,,
post camp sweet cake 2018,Wanita,41,Housewife,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,Medium,Diploma,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
post camp sweet cake 2018,Wanita,49,Employee/wage earner,Belum / tidak menikah,15000000,2,7500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,47,Housewife,Menikah & sudah punya anak,20000000,4,5000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,50,Employer/self employed,Menikah & sudah punya anak,10000000,2,5000000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Upper 2,9,2,4,15,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,49,Housewife,Menikah & sudah punya anak,15000000,5,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,56,Employer/self employed,Menikah & sudah punya anak,15000000,2,7500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
post camp sweet cake 2018,Wanita,66,Housewife,Menikah & sudah punya anak,6000000,2,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
